FOTOTREE NAME                                      | LATITUDE     | LONGITUDE    | LOCATION NAME
Platinum Fun Run 2025                              | -7.7829413   | 110.43712    | 
Play on Royal Run 2024                             | -7.8645167   | 112.51083    | 
Playground Bone-Bone                               | -2.6017983   | 120.51631    | 
Playon Ambyar Feat The Facial Fun Run 5K 2025      | -6.9976025   | 110.38248    | 
PLESIRUN DI SELATAN 2.0                            | -7.020787    | 107.538605   | 
PLN Electric Run 2024                              | -6.256882    | 106.61554    | 
PLN Jabar Smile Run 2025                           | -6.9203115   | 107.60831    | 
PLN KAPUAS RUN 2025 #2                             | -3.0069606   | 114.38828    | 
PLN Mobile Color Run 2025                          | -2.991259    | 104.759285   | 
PLN Mobile Herald Run 2024                         | -5.171276    | 119.38873    | 
PMB Fun Run 2025                                   | -6.8540754   | 107.63779    | 
PMC Fun Run 2024                                   | -8.702342    | 115.23268    | 
PMI Run 4 Humanity 2025                            | -5.4298515   | 105.26525    | 
Pocari Run Bandung 2025                            | -6.9115667   | 107.609665   | 
Pocari Sweat Run 2022                              | -6.900498    | 107.6148     | 
Pocari Sweat Run 2024                              | -6.902237    | 107.61868    | 
Pocari Sweat Run Lombok 2025                       | -8.895378    | 116.30324    | 
Pocari Sweat Sport [Run] Tourism Solo 2023         | -7.5689673   | 110.8224     | 
Pocari Sweat Virtual Run 2024 - Banda Aceh         | 5.5442295    | 95.3423      | 
Pocari Sweat Virtual Run Karawang 2024             | -6.2995267   | 107.273476   | 
POGI Run 2025                                      | -7.7991595   | 110.39088    | 
Pohuwato                                           | 0.7055278    | 121.71954    | 
Pokemon Run 2024                                   | -7.286021    | 112.63065    | 
Polaroid sport                                     | -7.611595    | 110.892624   | 
Polewali Mandar                                    | -3.3419323   | 119.13906    | 
POLIMDO COLOR FUN RUN 2024                         | 1.5194029    | 124.886604   | 
Politani Fun Run Samarinda                         | -0.55413705  | 117.10429    | 
Polkes Palu Fun Run 5K 2024                        | -0.78977734  | 119.86708    | 
Polmed Run 2025                                    | 3.562972     | 98.65557     | 
Polres Cianjur Fun Run 2023                        | -6.836244    | 107.12231    | 
Polres Cianjur Fun Run 2025                        | -6.8146653   | 107.131836   | 
POLTEKPEL SULUT                                    | 1.181985     | 124.47985    | 
Pondok candra                                      | -7.3503027   | 112.79062    | 
Ponorogo Bhayangkara Run 2025                      | -7.865936    | 111.46696    | 
Ponorogo Running Fest 2025                         | -7.871019    | 111.46193    | 
PORKIND 2025 MM2100                                | -6.298857    | 107.10259    | 
Posisi Fun Run 2026                                | -7.3787355   | 112.76292    | 
Positive Run By:Koka Bali                          | -8.647074    | 115.18609    | 
Poso                                               | -1.6468883   | 120.43576    | 
Postnic Running Team                               | -6.300502    | 106.88946    | 
POUND ALADIN WITH PRO MEMEL & PRO LIA              | -0.531395    | 117.151146   | 
POUND DAY WITH PRO AYANG                           | -0.456091    | 117.18534    | 
POUND PRU ACTIVE FAMILY 2024                       | -7.23931     | 112.7358     | 
POUND WITH IRENA - ALL PTC JATIM                   | -7.916248    | 112.58722    | 
Pound With OvyRose                                 | -0.673564    | 119.717384   | 
POUND WITH PRO EMA CLASS - 11 DES                  | -7.242639    | 112.73718    | 
POUND WITH PTC EMA 15 APRIL                        | -7.321424    | 112.75498    | 
Poundfit Bali                                      | -8.656188    | 115.24032    | 
POUNDFIT GENG LOMBOK                               | -8.563167    | 116.117226   | 
POUNDFIT GOR SASANA KRIDA KRAKSAN                  | -7.9409413   | 110.21528    | 
Poundfit Ira with Prodia at wizmie                 | -7.621832    | 111.52592    | 
POUNDFIT PASURUAN IDAKU                            | -7.635851    | 112.915924   | 
Poundfit Pegadaian Probolinggo                     | -7.753683    | 113.215576   | 
POUNDFIT PROBOLINGGO LAP.TENIS PELABUHAN           | -7.9308805   | 113.417625   | 
POUNDFIT THE SAHILL                                | -0.494114    | 117.11784    | 
Poundispat @game story                             | -7.736969    | 110.478546   | 
Poundispat Charity Ramadan #2                      | -7.809066    | 110.360596   | 
POUNFIT KRAKSAN GRAHA ANWAR SADAD                  | -6.194016    | 106.8573     | 
Power Run 2025                                     | -7.1575823   | 112.61649    | 
PPSDM Migas Cepu Running Festival 2026             | -7.140378    | 111.601036   | 
Prambanan Color Run Festival 2025                  | -7.749842    | 110.49287    | 
Premiere Fun Run 2025                              | -0.4937106   | 117.11502    | 
President University Convention Center             | -6.28646     | 107.171486   | 
Presisi Merdeka Run 2025                           | -1.6031425   | 103.583496   | 
PRIMA CUP 2025                                     | -2.7414465   | 107.646515   | 
Primaya Hospital Color Run 2024                    | -6.178824    | 106.49351    | 
Prime Plaza Run Purwakarta 2025                    | -6.4390974   | 107.46334    | 
Pringsewu                                          | -5.3331184   | 104.98562    | 
Pringsewu Heritage Fun Run 2023                    | -5.343618    | 104.88493    | 
Probolinggo                                        | -7.871756    | 113.47761    | 
Prodia Healthy Fun With Community 2024             | -7.257472    | 112.75209    | 
Proguard 5K Fun Run 2025                           | -6.9233932   | 107.60569    | 
Promas Greenland Trail Run 2025                    | -7.1470537   | 110.33008    | 
PRUActive Family 2024                              | -6.915783    | 107.64335    | 
PSC KOTA MADIUN                                    | -7.624943    | 111.52018    | 
Pulang Pisau                                       | -2.6849606   | 113.95364    | 
Pulau Mohinggito                                   | 0.92239916   | 122.87618    | 
Pulau Taliabu                                      | -1.8268344   | 124.77408    | 
PULISAN BEACH                                      | 1.680797     | 125.15795    | 
Pulomas Loop                                       | -6.178962    | 106.88613    | 
Pura Desa Batuan                                   | -8.581802    | 115.27649    | 
Pura Desa Sukawati                                 | -8.591795    | 115.28627    | 
Purbalingga                                        | -7.3058577   | 109.42591    | 
Purboyo Fun Run 2025                               | -8.3079195   | 112.54124    | 
Puriloop                                           | -6.1646724   | 106.551575   | 
Purnama Easy Run 2025                              | -7.8798223   | 110.33419    | 
Purnawirun 2025                                    | -7.7609086   | 110.496086   | 
Purwakarta                                         | -6.5649242   | 107.4322     | 
Pusat Kota Tomohon                                 | 1.320021     | 124.83824    | 
Pusbatara Run 2025                                 | -6.1264944   | 106.83894    | 
Puskesmas Lawang Running Fest 5K 2025              | -7.826669    | 112.72747    | 
PUSPEM BADUNG                                      | -8.604395    | 115.17742    | 
PWC Fun Run 2023                                   | -6.969997    | 110.4396     | 
Queen of Sentul Hills                              | -6.5903234   | 106.90197    | 
QUEST RUN 7,5K SEMARANG 2025                       | -6.9776254   | 110.42306    | 
Quntum Fun Run 2023                                | -6.1856875   | 106.73763    | 
Quscore Sahurun 2024                               | -6.214575    | 106.805214   | 
Rabu Gaul Night Run                                | -7.750983    | 110.362465   | 
Race 10th Glory Cirebon Junction 2025              | -6.7108254   | 108.55494    | 
Radeyah Camp 2025                                  | -6.6251087   | 106.862595   | 
